1	1	1.0
2	1	2.963
2	2	1.0
3	1	5.5278
3	2	2.4976
3	3	1.0
4	1	8.3117
4	2	3.7998
4	3	2.3409
4	4	1.0
5	1	11.4282
5	2	5.3346
5	3	3.2307
5	4	2.2498
5	5	1.0
6	1	14.7286
6	2	6.9403
6	3	4.2808
6	4	2.9441
6	5	2.2006
6	6	1.0
7	1	18.1163
7	2	8.5858
7	3	5.4332
7	4	3.7744
7	5	2.7584
7	6	2.1712
7	7	1.0
8	1	21.8208
8	2	10.4102
8	3	6.6518
8	4	4.62
8	5	3.4384
8	6	2.6309
8	7	2.1476
8	8	1.0
9	1	25.4759
9	2	12.3152
9	3	7.8304
9	4	5.5816
9	5	4.2058
9	6	3.2112
9	7	2.56
9	8	2.1242
9	9	1.0
10	1	29.2785
10	2	14.0959
10	3	9.0073
10	4	6.4585
10	5	4.9472
10	6	3.8924
10	7	3.0925
10	8	2.4778
10	9	2.1072
10	10	1.0
11	1	33.2604
11	2	16.1111
11	3	10.3685
11	4	7.4536
11	5	5.7124
11	6	4.5144
11	7	3.6527
11	8	2.9296
11	9	2.419
11	10	2.0969
11	11	1.0
12	1	37.3871
12	2	18.0773
12	3	11.6856
12	4	8.4342
12	5	6.4764
12	6	5.159
12	7	4.1925
12	8	3.4874
12	9	2.8859
12	10	2.384
12	11	2.0931
12	12	1.0
13	1	41.09
13	2	20.1338
13	3	12.9853
13	4	9.4333
13	5	7.2966
13	6	5.8295
13	7	4.749
13	8	3.9807
13	9	3.3413
13	10	2.7814
13	11	2.3545
13	12	2.0868
13	13	1.0
14	1	45.5439
14	2	22.1902
14	3	14.438
14	4	10.3975
14	5	8.0879
14	6	6.4778
14	7	5.3615
14	8	4.5024
14	9	3.8028
14	10	3.2133
14	11	2.7273
14	12	2.3255
14	13	2.075
14	14	1.0
15	1	49.8488
15	2	24.2238
15	3	15.7114
15	4	11.5716
15	5	8.906
15	6	7.201
15	7	5.943
15	8	5.0104
15	9	4.2636
15	10	3.6627
15	11	3.1198
15	12	2.6791
15	13	2.2922
15	14	2.0745
15	15	1.0
16	1	54.0846
16	2	26.352
16	3	17.1062
16	4	12.5581
16	5	9.7557
16	6	7.87
16	7	6.5512
16	8	5.5415
16	9	4.7163
16	10	4.0721
16	11	3.5291
16	12	3.0583
16	13	2.615
16	14	2.2833
16	15	2.0694
16	16	1.0
17	1	58.5012
17	2	28.6767
17	3	18.5886
17	4	13.692
17	5	10.7108
17	6	8.6298
17	7	7.1715
17	8	6.0576
17	9	5.2145
17	10	4.525
17	11	3.9336
17	12	3.4343
17	13	2.9934
17	14	2.5715
17	15	2.2575
17	16	2.0633
17	17	1.0
18	1	62.7385
18	2	30.8787
18	3	20.0601
18	4	14.8486
18	5	11.497
18	6	9.3225
18	7	7.7889
18	8	6.6096
18	9	5.6924
18	10	4.948
18	11	4.3209
18	12	3.8038
18	13	3.3398
18	14	2.9146
18	15	2.5357
18	16	2.2471
18	17	2.0588
18	18	1.0
19	1	67.4849
19	2	33.1423
19	3	21.4728
19	4	15.8674
19	5	12.3252
19	6	10.1401
19	7	8.3667
19	8	7.1557
19	9	6.172
19	10	5.4155
19	11	4.7146
19	12	4.1584
19	13	3.7007
19	14	3.2562
19	15	2.8885
19	16	2.502
19	17	2.2272
19	18	2.0574
19	19	1.0
20	1	72.0801
20	2	35.0975
20	3	23.0646
20	4	16.9277
20	5	13.2684
20	6	10.7957
20	7	9.0738
20	8	7.7062
20	9	6.713
20	10	5.8335
20	11	5.1524
20	12	4.5479
20	13	4.0503
20	14	3.6072
20	15	3.1942
20	16	2.8094
20	17	2.4878
20	18	2.2087
20	19	2.0508
20	20	1.0
21	1	76.5717
21	2	37.6005
21	3	24.5064
21	4	18.157
21	5	14.1853
21	6	11.5314
21	7	9.6749
21	8	8.2971
21	9	7.1719
21	10	6.2756
21	11	5.5228
21	12	4.9333
21	13	4.3824
21	14	3.939
21	15	3.5225
21	16	3.1244
21	17	2.7645
21	18	2.4514
21	19	2.2137
21	20	2.0471
21	21	1.0
22	1	81.2109
22	2	40.0855
22	3	26.1735
22	4	19.179
22	5	15.0639
22	6	12.4005
22	7	10.3581
22	8	8.8609
22	9	7.6612
22	10	6.7484
22	11	5.972
22	12	5.3218
22	13	4.7284
22	14	4.2513
22	15	3.8467
22	16	3.4658
22	17	3.0871
22	18	2.748
22	19	2.4344
22	20	2.1954
22	21	2.0516
22	22	1.0
23	1	85.6112
23	2	42.3029
23	3	27.6804
23	4	20.3264
23	5	15.9821
23	6	13.0357
23	7	10.9147
23	8	9.4237
23	9	8.1584
23	10	7.1756
23	11	6.367
23	12	5.6789
23	13	5.103
23	14	4.6052
23	15	4.1507
23	16	3.7394
23	17	3.3811
23	18	3.0396
23	19	2.7118
23	20	2.415
23	21	2.1826
23	22	2.0441
23	23	1.0
24	1	90.9621
24	2	44.3535
24	3	29.2813
24	4	21.5237
24	5	16.9417
24	6	13.8159
24	7	11.6883
24	8	9.9931
24	9	8.7104
24	10	7.6596
24	11	6.7867
24	12	6.0799
24	13	5.4275
24	14	4.9247
24	15	4.4409
24	16	4.0225
24	17	3.6604
24	18	3.3183
24	19	2.9862
24	20	2.6661
24	21	2.3851
24	22	2.1652
24	23	2.0432
24	24	1.0
25	1	95.0412
25	2	47.1814
25	3	30.7303
25	4	22.7355
25	5	17.8752
25	6	14.5692
25	7	12.3461
25	8	10.552
25	9	9.1662
25	10	8.0955
25	11	7.1811
25	12	6.4609
25	13	5.8027
25	14	5.247
25	15	4.7629
25	16	4.3449
25	17	3.9417
25	18	3.5766
25	19	3.2638
25	20	2.9521
25	21	2.6497
25	22	2.3775
25	23	2.1801
25	24	2.0419
25	25	1.0
26	1	100.1243
26	2	49.475
26	3	32.3607
26	4	23.9474
26	5	18.8871
26	6	15.3742
26	7	13.0215
26	8	11.1818
26	9	9.7155
26	10	8.6509
26	11	7.6568
26	12	6.8507
26	13	6.14
26	14	5.6209
26	15	5.0783
26	16	4.6313
26	17	4.2192
26	18	3.8603
26	19	3.5249
26	20	3.2196
26	21	2.8989
26	22	2.6205
26	23	2.3637
26	24	2.1637
26	25	2.0388
26	26	1.0
27	1	105.1716
27	2	51.9233
27	3	34.0232
27	4	25.1492
27	5	19.8687
27	6	16.1993
27	7	13.6267
27	8	11.7907
27	9	10.271
27	10	9.0269
27	11	8.0722
27	12	7.2228
27	13	6.564
27	14	5.9367
27	15	5.3994
27	16	4.926
27	17	4.5099
27	18	4.1325
27	19	3.8019
27	20	3.4781
27	21	3.1772
27	22	2.8846
27	23	2.5956
27	24	2.3484
27	25	2.1619
27	26	2.039
27	27	1.0
28	1	110.4915
28	2	53.9668
28	3	35.7699
28	4	26.3195
28	5	20.7236
28	6	17.0762
28	7	14.4479
28	8	12.3745
28	9	10.7811
28	10	9.5757
28	11	8.485
28	12	7.6537
28	13	6.8675
28	14	6.2645
28	15	5.7138
28	16	5.2357
28	17	4.7988
28	18	4.4109
28	19	4.0253
28	20	3.7275
28	21	3.4149
28	22	3.1291
28	23	2.8438
28	24	2.5677
28	25	2.3328
28	26	2.1526
28	27	2.036
28	28	1.0
29	1	114.3776
29	2	56.7407
29	3	37.1119
29	4	27.6155
29	5	21.7996
29	6	17.7417
29	7	15.0321
29	8	12.9273
29	9	11.3589
29	10	10.0264
29	11	8.937
29	12	8.0282
29	13	7.2778
29	14	6.6242
29	15	6.0665
29	16	5.5252
29	17	5.0757
29	18	4.6616
29	19	4.3148
29	20	3.9757
29	21	3.6789
29	22	3.3711
29	23	3.0895
29	24	2.8227
29	25	2.5574
29	26	2.3228
29	27	2.1438
29	28	2.035
29	29	1.0
30	1	119.9613
30	2	59.4964
30	3	38.8972
30	4	28.8124
30	5	22.8005
30	6	18.6874
30	7	15.6733
30	8	13.5696
30	9	11.8697
30	10	10.5468
30	11	9.2986
30	12	8.4819
30	13	7.6712
30	14	6.9772
30	15	6.3527
30	16	5.855
30	17	5.3701
30	18	4.9561
30	19	4.5906
30	20	4.212
30	21	3.9132
30	22	3.612
30	23	3.3424
30	24	3.0429
30	25	2.7967
30	26	2.5236
30	27	2.3174
30	28	2.1364
30	29	2.0324
30	30	1.0
31	1	124.5432
31	2	61.5032
31	3	40.653
31	4	30.0147
31	5	23.8469
31	6	19.5015
31	7	16.4551
31	8	14.1907
31	9	12.389
31	10	11.0261
31	11	9.8278
31	12	8.8171
31	13	8.0371
31	14	7.2694
31	15	6.6965
31	16	6.1602
31	17	5.6575
31	18	5.2286
31	19	4.8293
31	20	4.4844
31	21	4.1366
31	22	3.8384
31	23	3.5534
31	24	3.297
31	25	3.0297
31	26	2.7576
31	27	2.5195
31	28	2.3032
31	29	2.1337
31	30	2.0334
31	31	1.0
32	1	129.4656
32	2	64.2584
32	3	42.5333
32	4	31.3578
32	5	24.7424
32	6	20.3319
32	7	17.1443
32	8	14.8048
32	9	12.9662
32	10	11.5405
32	11	10.3114
32	12	9.3061
32	13	8.3931
32	14	7.6947
32	15	7.049
32	16	6.4422
32	17	5.9373
32	18	5.5051
32	19	5.0904
32	20	4.7132
32	21	4.3751
32	22	4.0746
32	23	3.7677
32	24	3.5015
32	25	3.2506
32	26	3.0024
32	27	2.7413
32	28	2.5053
32	29	2.2977
32	30	2.1322
32	31	2.033
32	32	1.0
33	1	134.2347
33	2	66.7582
33	3	43.8931
33	4	32.4032
33	5	25.6317
33	6	21.1354
33	7	17.9649
33	8	15.4526
33	9	13.4826
33	10	11.9944
33	11	10.6971
33	12	9.7485
33	13	8.7801
33	14	8.0051
33	15	7.3747
33	16	6.7474
33	17	6.2517
33	18	5.7582
33	19	5.3763
33	20	4.9701
33	21	4.6096
33	22	4.3093
33	23	3.9902
33	24	3.7379
33	25	3.4822
33	26	3.2277
33	27	2.9594
33	28	2.7287
33	29	2.4697
33	30	2.2803
33	31	2.1273
33	32	2.0297
33	33	1.0
34	1	140.0395
34	2	68.9746
34	3	45.375
34	4	33.8353
34	5	26.6556
34	6	21.7946
34	7	18.6579
34	8	16.0492
34	9	14.1078
34	10	12.501
34	11	11.1494
34	12	10.0238
34	13	9.1318
34	14	8.4027
34	15	7.6914
34	16	7.0798
34	17	6.544
34	18	6.0548
34	19	5.617
34	20	5.1973
34	21	4.86
34	22	4.5291
34	23	4.2226
34	24	3.9437
34	25	3.6691
34	26	3.4179
34	27	3.1604
34	28	2.9318
34	29	2.6988
34	30	2.4727
34	31	2.2745
34	32	2.1216
34	33	2.0329
34	34	1.0
35	1	145.3182
35	2	71.6797
35	3	47.1489
35	4	34.8403
35	5	27.6575
35	6	22.7762
35	7	19.4124
35	8	16.6426
35	9	14.6754
35	10	12.9935
35	11	11.5943
35	12	10.491
35	13	9.557
35	14	8.7105
35	15	7.9686
35	16	7.3927
35	17	6.8197
35	18	6.3393
35	19	5.8891
35	20	5.4872
35	21	5.0886
35	22	4.7542
35	23	4.441
35	24	4.1487
35	25	3.8937
35	26	3.6344
35	27	3.3786
35	28	3.1557
35	29	2.9078
35	30	2.6821
35	31	2.4608
35	32	2.2611
35	33	2.1179
35	34	2.0282
35	35	1.0
36	1	150.2753
36	2	74.4684
36	3	48.8998
36	4	36.2864
36	5	28.7637
36	6	23.6355
36	7	20.1031
36	8	17.3262
36	9	15.1317
36	10	13.5085
36	11	12.0397
36	12	10.9113
36	13	9.9412
36	14	9.1017
36	15	8.3761
36	16	7.7001
36	17	7.1234
36	18	6.6099
36	19	6.1651
36	20	5.7282
36	21	5.3365
36	22	4.9863
36	23	4.6778
36	24	4.3704
36	25	4.1031
36	26	3.8416
36	27	3.5945
36	28	3.3468
36	29	3.1087
36	30	2.8924
36	31	2.6642
36	32	2.4483
36	33	2.2565
36	34	2.1169
36	35	2.0254
36	36	1.0
37	1	154.8351
37	2	77.1117
37	3	50.7379
37	4	37.6326
37	5	29.8372
37	6	24.3654
37	7	20.7938
37	8	17.9101
37	9	15.7598
37	10	14.0085
37	11	12.5678
37	12	11.3403
37	13	10.377
37	14	9.4669
37	15	8.6686
37	16	7.9974
37	17	7.4244
37	18	6.9143
37	19	6.4413
37	20	6.0019
37	21	5.6082
37	22	5.2425
37	23	4.8921
37	24	4.5892
37	25	4.2996
37	26	4.049
37	27	3.7785
37	28	3.5404
37	29	3.3062
37	30	3.0818
37	31	2.8653
37	32	2.6442
37	33	2.4298
37	34	2.2494
37	35	2.1127
37	36	2.0294
37	37	1.0
38	1	160.4052
38	2	79.7468
38	3	52.4972
38	4	38.9155
38	5	30.9688
38	6	25.3723
38	7	21.4061
38	8	18.5693
38	9	16.3049
38	10	14.4824
38	11	13.0325
38	12	11.8343
38	13	10.6822
38	14	9.8201
38	15	9.05
38	16	8.3381
38	17	7.7257
38	18	7.2228
38	19	6.6952
38	20	6.2122
38	21	5.8407
38	22	5.4654
38	23	5.1313
38	24	4.8283
38	25	4.5226
38	26	4.2549
38	27	3.9684
38	28	3.7404
38	29	3.5201
38	30	3.2903
38	31	3.0543
38	32	2.8382
38	33	2.6293
38	34	2.4109
38	35	2.2433
38	36	2.1123
38	37	2.0283
38	38	1.0
39	1	165.7044
39	2	81.7572
39	3	54.3379
39	4	40.2555
39	5	31.8226
39	6	26.2613
39	7	22.2938
39	8	19.2113
39	9	16.8278
39	10	14.9936
39	11	13.463
39	12	12.1671
39	13	11.1017
39	14	10.1737
39	15	9.3822
39	16	8.6498
39	17	8.011
39	18	7.4918
39	19	6.9578
39	20	6.4882
39	21	6.0585
39	22	5.7019
39	23	5.3434
39	24	5.023
39	25	4.731
39	26	4.4307
39	27	4.1563
39	28	3.9139
39	29	3.7013
39	30	3.4573
